drugId	targetId
jhreLvSeob6	sf2dDV5bDj8
jhreLvSeob6	b6v-QjYJyY8
jhreLvSeob6	7opD5Fm831B
jhreLvSeob6	-MP1GreCS9G
vtBZndklGq5	OqF6beO80WH
vtBZndklGq5	3k3KmTVFEPF
vtBZndklGq5	4mXO7p2bDHA
vtBZndklGq5	gZkhLag-kq4
vtBZndklGq5	GgiIllUf-49
vtBZndklGq5	b6v-QjYJyY8
vtBZndklGq5	YLgUBi6N8v-
vtBZndklGq5	7opD5Fm831B
vtBZndklGq5	-MP1GreCS9G
vtBZndklGq5	Xxq_zd_KIGH
vtBZndklGq5	rd2LGGXwOHC
vtBZndklGq5	ml3GE3xUM8D
vtBZndklGq5	Ij-NxxGF6d8
vtBZndklGq5	f4Qmyh_R2U9
vtBZndklGq5	y7NHcgyikSC
vtBZndklGq5	zv_C0_pvfv-
vtBZndklGq5	sf2dDV5bDj8
N7jApx2Kl-_	HMIMz3l1YZ8
N7jApx2Kl-_	OTE442Gh9AF
N7jApx2Kl-_	cGpYtT_-BX4
